f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,Decision
0.47982,0.24053,0.69668,0.065752,0.22257,0.83232,0.63108,0.49261,0.262,0.71587,0.89152,0.31298,0.83506,0.46775,no
0.47896,0.2421,0.69189,0.066243,0.22811,0.79348,0.71524,0.50316,0.22885,0.70668,0.88819,0.28813,0.82752,0.66869,no
0.47608,0.29102,0.69568,0.066186,0.22687,0.769,0.68218,0.50529,0.28105,0.72387,0.89014,0.32057,0.78625,0.43824,no
0.52327,0.20131,0.68272,0.066326,0.22088,0.77865,0.69231,0.48834,0.24627,0.7051,0.89132,0.30582,0.8247,0.49234,no
0.48295,0.26248,0.70472,0.066285,0.21907,0.75874,0.65574,0.4868,0.21757,0.69923,0.89083,0.30696,0.76394,0.7547,no
0.48075,0.2399,0.70295,0.066189,0.21948,0.73511,0.6253,0.49017,0.25295,0.70749,0.88806,0.30176,0.68623,0.60965,no
0.48099,0.23499,0.69804,0.066545,0.21966,0.78999,0.69343,0.48003,0.27875,0.71649,0.89059,0.30301,0.80537,0.58955,no
0.48395,0.2454,0.69373,0.069352,0.22161,0.76787,0.6769,0.48298,0.25155,0.70652,0.89152,0.30245,0.69301,0.62609,no
0.45071,0.20597,0.70559,0.066125,0.17679,0.69199,0.70082,0.48795,0.23995,0.70223,0.89007,0.30379,0.69186,0.61874,no
0.47484,0.24137,0.70755,0.066388,0.23516,0.80826,0.64426,0.48217,0.27889,0.71897,0.88923,0.31515,0.80773,0.6192,no
0.47033,0.22556,0.66898,0.06631,0.23125,0.80879,0.68024,0.48635,0.29521,0.72001,0.89164,0.32913,0.76857,0.67985,no
0.49483,0.25418,0.70049,0.06636,0.23102,0.76597,0.65202,0.4861,0.22143,0.70423,0.88983,0.30753,0.75646,0.56487,no
0.47513,0.23652,0.69278,0.066219,0.21976,0.78277,0.72124,0.45621,0.2237,0.68617,0.88482,0.2869,0.77067,0.65673,no
0.48486,0.21619,0.6855,0.066255,0.21332,0.79423,0.69064,0.49,0.31009,0.72536,0.8885,0.29891,0.71153,0.59144,no
0.48837,0.28148,0.69664,0.066203,0.22957,0.78931,0.63778,0.48808,0.25538,0.70802,0.89134,0.29431,0.68085,0.52834,no
0.25284,0.15855,0.69306,0.066561,0.058623,0.13144,0.49257,0.23189,0.1699,0.71226,0.88918,0.076869,0.23464,0.3678,no
0.38811,0.15641,0.6932,0.066415,0.053121,0.18166,0.49753,0.21902,0.19686,0.71846,0.89129,0.070674,0.24969,0.31636,no
0.38753,0.086083,0.68645,0.066564,0.040475,0.14217,0.45579,0.22343,0.17416,0.70683,0.89189,0.066789,0.22334,0.34419,no
0.40004,0.13343,0.69555,0.085187,0.055137,0.17979,0.44879,0.4746,0.1548,0.72897,0.89201,0.076955,0.2718,0.37379,no
0.35392,0.11813,0.70713,0.066521,0.04923,0.17127,0.54014,0.3922,0.14488,0.71233,0.89004,0.071549,0.20417,0.34814,no
0.43491,0.12268,0.69967,0.06651,0.055822,0.14067,0.41231,0.30159,0.20217,0.73401,0.89052,0.086596,0.29445,0.40322,no
0.062102,0.23155,0.64818,0.066615,0.070828,0.21165,0.44124,0.45149,0.11986,0.72661,0.89201,0.069098,0.17175,0.32154,no
0.37572,0.099892,0.70245,0.066486,0.053054,0.17271,0.42115,0.37467,0.12735,0.72586,0.88916,0.07079,0.26023,0.42537,no
0.18234,0.16634,0.70101,0.067032,0.061187,0.14201,0.47118,0.53752,0.14394,0.72084,0.89134,0.08432,0.20748,0.27797,no
0.50818,0.12033,0.72664,0.066436,0.057445,0.15456,0.45551,0.50528,0.091203,0.70319,0.89203,0.045199,0.24067,0.53315,no
0.18349,0.17114,0.70291,0.08139,0.075793,0.24086,0.49012,0.35648,0.13933,0.71858,0.88922,0.077082,0.29283,0.46693,no
0.40532,0.17189,0.69282,0.066433,0.063698,0.083143,0.38214,0.45387,0.17195,0.72812,0.88929,0.090717,0.26833,0.35995,no
0.17438,0.17002,0.685,0.066264,0.056796,0.16443,0.42869,0.23417,0.19084,0.72024,0.89016,0.074021,0.23727,0.27067,no
0.014406,0.43616,0.42057,0.074963,0.2635,0.43022,0.42565,0.34244,0.14051,0.72621,0.88788,0.055579,0.18839,0.4413,no
0.095304,0.26212,0.63127,0.066564,0.054854,0.12851,0.33458,0.4279,0.16577,0.725,0.89195,0.081768,0.26502,0.366,no
0.41269,0.15268,0.69769,0.066283,0.052171,0.14079,0.41516,0.46676,0.12162,0.71763,0.8917,0.077534,0.28544,0.43272,no
0.35296,0.11788,0.6776,0.066451,0.046024,0.17925,0.53323,0.43659,0.14173,0.71136,0.89017,0.074597,0.26717,0.37904,no
0.41017,0.11392,0.70638,0.06657,0.047444,0.135,0.47015,0.52125,0.14709,0.73072,0.8919,0.075677,0.18678,0.23261,no
0.42115,0.10288,0.7129,0.067326,0.042428,0.18803,0.47759,0.49626,0.14012,0.71865,0.89137,0.081531,0.2037,0.25974,no
0.45599,0.1106,0.7933,0.066409,0.055121,0.17055,0.47068,0.38798,0.11712,0.68942,0.89244,0.063251,0.19453,0.48056,no
0.39145,0.14078,0.69522,0.066555,0.054445,0.15572,0.52078,0.35406,0.13946,0.67231,0.89213,0.07541,0.25893,0.44495,no
0.38646,0.11602,0.70592,0.067066,0.047349,0.21992,0.50001,0.4768,0.16595,0.72689,0.88807,0.097463,0.21559,0.26279,no
0.47446,0.13259,0.70009,0.066457,0.05631,0.19606,0.55235,0.078797,0.31082,0.71068,0.86891,0.12933,0.32043,0.26865,no
0.52558,0.09365,0.70977,0.066291,0.045961,0.20099,0.57669,0.20662,0.22118,0.70404,0.89204,0.079265,0.27779,0.36485,no
0.010462,0.4205,0.4319,0.066681,0.19912,0.16104,0.31438,0.53569,0.1357,0.72774,0.89196,0.07482,0.20379,0.24183,no
0.12806,0.20017,0.65287,0.066561,0.065432,0.24747,0.63459,0.12684,0.20147,0.65385,0.89194,0.093279,0.27909,0.3389,no
0.15226,0.1798,0.66274,0.066563,0.056559,0.12851,0.47318,0.5023,0.11075,0.71444,0.89185,0.070333,0.28669,0.41032,no
0.37913,0.12897,0.69175,0.068981,0.04805,0.13308,0.53345,0.46645,0.11977,0.72318,0.89202,0.080321,0.23511,0.29404,no
0.46131,0.1399,0.70087,0.066736,0.06111,0.1377,0.46436,0.46725,0.15181,0.74612,0.88532,0.071021,0.21376,0.35247,no
0.4077,0.12857,0.6865,0.066562,0.053029,0.085883,0.51882,0.098194,0.24406,0.65646,0.89148,0.06569,0.23784,0.33449,no
0.21162,0.1386,0.67129,0.066531,0.053989,0.17207,0.48882,0.13441,0.23542,1,0,0.065472,0.26009,0.3685,no
0.47761,0.12715,0.69871,0.06706,0.064254,0.31545,0.46222,0.39208,0.17703,0.70814,0.89196,0.07343,0.26009,0.3685,no
0.36011,0.11686,0.69349,0.066877,0.036838,0.11473,0.47894,0.47794,0.15101,0.71711,0.89192,0.062285,0.27097,0.41685,no
0.49442,0.1123,0.70226,0.066561,0.054595,0.17572,0.47062,0.46887,0.15317,0.72256,0.89125,0.077751,0.17988,0.27769,no
0.43414,0.13661,0.70073,0.066561,0.051699,0.17203,0.4586,0.53587,0.11505,0.70982,0.89172,0.079022,0.24288,0.37021,no
0.22718,0.11306,0.66951,0.066499,0.04525,0.10494,0.47394,0.48644,0.10413,0.72546,0.8912,0.076331,0.22776,0.35481,no
0.45016,0.15498,0.69425,0.06656,0.080419,0.24841,0.57065,0.10883,0.2396,0.66095,0.89202,0.075763,0.34574,0.50968,no
0.46341,0.15019,0.70602,0.070746,0.059782,0.21888,0.5325,0.50879,0.18017,0.7909,0.88204,0.099637,0.24712,0.31381,no
0.44663,0.11675,0.70403,0.066562,0.054055,0.19567,0.51436,0.15549,0.23038,0.69729,0.89,0.07983,0.25762,0.32023,no
0.20671,0.16927,0.67035,0.065784,0.056791,0.18466,0.471,0.16824,0.21854,0.6909,0.89151,0.080106,0.14271,0.20794,no
0.52622,0.094153,0.69912,0.066404,0.049885,0.18425,0.53404,0.49447,0.14856,0.72803,0.89175,0.084393,0.20908,0.27709,no
0.42152,0.13155,0.68134,0.066617,0.056077,0.19961,0.48334,0.44571,0.16146,0.71081,0.88821,0.087815,0.20665,0.34368,no
0.41591,0.14373,0.68228,0.066425,0.053719,0.15964,0.51529,0.46827,0.18678,0.72962,0.88934,0.095742,0.19897,0.20113,no
0.45735,0.10801,0.69879,0.066563,0.049953,0.15359,0.4753,0.45356,0.16688,0.72377,0.89152,0.091842,0.25215,0.31793,no
0.18301,0.13456,0.67701,0.066561,0.035486,0.11735,0.46199,0.44229,0.17128,0.72486,0.8879,0.087844,0.21254,0.28712,no
0.43853,0.11487,0.6938,0.066545,0.05846,0.12163,0.51282,0.23551,0.22242,0.7087,0.89103,0.091671,0.27952,0.24969,no
0.39637,0.12359,0.74638,0.066561,0.044709,0.15262,0.49406,0.12191,0.27818,0.69205,0.89231,0.14573,0.29972,0.3401,no
0.5419,0.098876,0.8089,0.06692,0.048707,0.22714,0.52974,0.0022422,0.88145,0.14203,0.79266,0.24891,0.50983,0.96401,no
0.42192,0.11314,0.70292,0.066565,0.050184,0.24702,0.53832,0.33021,0.21916,0.79576,0.87453,0.11939,0.29194,0.3217,no
0.22401,0.13481,0.68049,0.00036307,0.044647,0.12378,0.46304,0.10091,0.27128,0.65652,0.89075,0.08431,0.22894,0.24653,no
0.61372,0.03005,0.71915,0.066562,0.029619,0.33329,0.83389,0.60171,0.042022,0.72735,0.89185,0.047562,0.42584,0.79791,no
0.61365,0.019005,0.71548,0.066436,0.026172,0.32117,0.84554,0.55505,0.062311,0.74818,0.89185,0.032444,0.32428,0.71284,no
0.57816,0.0047609,0.72028,0.06655,0.017485,0.29936,0.87062,0.59668,0.068025,0.75071,0.89192,0.042012,0.34442,0.67254,no
0.58587,0.046765,0.71964,0.06656,0.02771,0.2684,0.81325,0.59853,0.057567,0.74619,0.89197,0.037251,0.29053,0.6847,no
0.57016,0.022715,0.70898,0.066556,0.021121,0.33013,0.85418,0.56067,0.045922,0.73733,0.89163,0.028511,0.28218,0.74954,no
0.58052,0.051435,0.7127,0.066561,0.03226,0.32191,0.86227,0.60533,0.043995,0.73457,0.89197,0.043648,0.41534,0.8222,no
0.5803,0.041342,0.71165,0.066534,0.029769,0.2688,0.84852,0.65085,0.050986,0.74296,0.89201,0.040113,0.38463,0.7521,no
0.61832,0.029958,0.71988,0.066502,0.030064,0.32471,0.85341,0.62334,0.030859,0.73835,0.89198,0.037475,0.39644,0.80078,no
0.60231,0.046369,0.71924,0.066428,0.029682,0.30264,0.83268,0.61424,0.037785,0.74703,0.89188,0.035271,0.36296,0.74283,no
0.6368,0.0053534,0.7273,0.066525,0.027269,0.30982,0.85392,0.61478,0.058911,0.74179,0.89178,0.044181,0.35872,0.71087,no
0.41677,0.080928,0.70735,0.066543,0.023363,0.31763,0.85562,0.57772,0.072252,0.73909,0.89192,0.037981,0.32916,0.70714,no
0.6139,0.010395,0.72592,0.066537,0.031893,0.35428,0.80294,0.53731,0.09963,0.73862,0.89201,0.0431,0.29615,0.65099,no
0.58641,0.058065,0.71453,0.066561,0.03015,0.28069,0.80876,0.58378,0.051954,0.74604,0.89199,0.037549,0.36961,0.74172,no
0.62484,0.049239,0.71856,0.066549,0.044926,0.42604,0.7968,0.59356,0.062149,0.74857,0.892,0.03731,0.36337,0.72462,no
0.58675,0.03288,0.71792,0.066566,0.043998,0.40572,0.92058,0.58728,0.06895,0.74062,0.89188,0.039325,0.32689,0.69371,no
0.47597,0.07692,0.71201,0.06656,0.02081,0.23972,0.82241,0.64224,0.058035,0.7407,0.89199,0.049475,0.41507,0.74442,no
0.63318,0.012969,0.71647,0.066571,0.026807,0.30237,0.86492,0.61798,0.053506,0.74279,0.89169,0.046672,0.4231,0.79941,no
0.45681,0.09555,0.70204,0.066562,0.03848,0.34397,0.78191,0.59111,0.06555,0.74218,0.89178,0.046556,0.35016,0.70215,no
0.63807,0.047805,0.72382,0.066497,0.034805,0.31494,0.81458,0.55094,0.063631,0.74382,0.89186,0.035899,0.34339,0.7202,no
0.58244,0.10403,0.70723,0.066667,0.049502,0.34467,0.78847,0.63591,0.071928,0.74243,0.89201,0.047209,0.40157,0.72942,no
0.51979,0.081322,0.71175,0.066445,0.032253,0.33026,0.84418,0.56621,0.081064,0.74181,0.8919,0.048166,0.41598,0.75963,no
0.62482,0.026949,0.7237,0.066546,0.026989,0.27867,0.83359,0.54566,0.080161,0.741,0.89196,0.037289,0.36995,0.73607,no
0.5807,0.088803,0.71462,0.066561,0.035284,0.32661,0.79614,0.52381,0.07937,0.74151,0.89191,0.042647,0.36557,0.72314,no
0.6658,0.0027339,0.70247,0.066569,0.033235,0.37343,0.86197,0.62599,0.062544,0.74614,0.89202,0.038219,0.32875,0.6878,no
0.58363,0.065665,0.71821,0.066588,0.031597,0.29113,0.80801,0.62385,0.031232,0.72765,0.89192,0.043568,0.35662,0.71992,no
0.6186,0.030273,0.71728,0.066556,0.029376,0.33058,0.84167,0.62585,0.028376,0.73232,0.8919,0.041176,0.30766,0.69661,no
0.60046,0.050815,0.7227,0.066561,0.038606,0.27247,0.77685,0.63886,0.052824,0.74462,0.89194,0.037405,0.3859,0.78267,no
0.60931,0.079713,0.71744,0.066561,0.046207,0.37753,0.78749,0.65278,0.076719,0.7417,0.89196,0.049446,0.4184,0.72441,no
0.63703,0.061005,0.72235,0.066561,0.048527,0.40513,0.77119,0.55699,0.073864,0.74464,0.8919,0.036999,0.32365,0.69291,no
0.64724,0.086234,0.7287,0.11263,0.077552,0.43337,0.74223,0.59406,0.088397,0.73547,0.89201,0.040218,0.3815,0.73062,no
0.64049,0.029703,0.72444,0.066446,0.039242,0.38771,0.83512,0.58719,0.078555,0.74291,0.89201,0.041616,0.39928,0.76996,no
0.61899,0.034102,0.71724,0.066429,0.038871,0.38539,0.8217,0.60406,0.066896,0.74971,0.89203,0.03486,0.27131,0.67128,no
0.65808,0.082574,0.72368,0.066562,0.040936,0.35326,0.74442,0.63886,0.046258,0.72939,0.89195,0.0466,0.37437,0.70434,no
0.695,0.068621,0.72973,0.066591,0.050301,0.36282,0.76235,0.61136,0.033218,0.72685,0.89178,0.041216,0.4055,0.80072,no
0.60535,0.097719,0.71906,0.066539,0.048767,0.39897,0.77067,0.61517,0.041395,0.74113,0.89202,0.039238,0.29555,0.69344,no
0.65492,0.021239,0.71372,0.066537,0.038258,0.39377,0.84785,0.61887,0.038882,0.7287,0.89201,0.039104,0.31017,0.69799,no
0.63415,0.09517,0.72257,0.11836,0.057816,0.40314,0.7366,0.53364,0.080293,0.73907,0.89145,0.043616,0.39237,0.76654,no
0.64643,0.089873,0.72711,0.066565,0.061638,0.32227,0.6978,0.50214,0.13932,0.72629,0.89201,0.052285,0.41227,0.70443,no
0.032461,0.24707,0.68539,0.066761,0.091629,0.32671,0.45841,0.55084,0.10601,0.73379,0.89197,0.049238,0.37947,0.7038,no
0.55353,0.11724,0.70979,0.093895,0.077439,0.48348,0.57558,0.52984,0.080606,0.74248,0.89195,0.04022,0.33562,0.69521,no
0.56938,0.047888,0.71712,0.066615,0.049595,0.37937,0.85647,0.56104,0.089687,0.74426,0.89202,0.041653,0.31215,0.64024,no
0.46592,0.098497,0.70906,0.066526,0.027122,0.30324,0.82176,0.59975,0.048823,0.74399,0.89202,0.036237,0.28426,0.70534,no
0.59577,0.034106,0.71737,0.066561,0.027999,0.2825,0.81656,0.641,0.024356,0.73109,0.8919,0.050252,0.44403,0.80864,no
0.61122,0.059382,0.71734,0.066561,0.035921,0.33375,0.8268,0.62497,0.01674,0.73995,0.8917,0.044783,0.42633,0.78938,no
0.56619,0.070548,0.74641,0.066497,0.036142,0.32532,0.78752,0.57311,0.039134,0.74489,0.89182,0.027174,0.33545,0.77369,no
0.6638,0,0.7103,0.066559,0.025243,0.31363,0.85527,0.64949,0.071061,0.74299,0.89196,0.042017,0.37401,0.6959,no
0.5271,0.07553,0.70379,0.066588,0.025679,0.27356,0.86308,0.53819,0.073261,0.74125,0.89189,0.037078,0.33335,0.70795,no
0.6544,0.019819,0.72241,0.066561,0.026621,0.26624,0.83764,0.58265,0.11019,0.73835,0.89121,0.059953,0.38026,0.64631,no
0.55876,0.05616,0.72078,0.06656,0.027528,0.30947,0.80049,0.546,0.10247,0.73825,0.89196,0.042459,0.28566,0.66284,no
0.609,0.053821,0.72038,0.066547,0.032282,0.35122,0.79779,0.62817,0.08796,0.75047,0.89201,0.056611,0.40992,0.63383,no
0.62646,0.17429,0.72994,0.060504,0.16121,0.71918,0.58868,0.56545,0.21146,0.74118,0.89194,0.19073,0.54621,0.41665,no
0.61971,0.13789,0.76022,0.066564,0.16835,0.68578,0.63396,0.62584,0.18854,0.75272,0.89202,0.2033,0.74139,0.46187,no
0.61058,0.17235,0.79488,0.06708,0.15456,0.68095,0.5911,0.64101,0.14812,0.73654,0.89197,0.22596,0.76022,0.53102,no
0.62882,0.11506,0.72063,0.066558,0.14595,0.6356,0.56294,0.62634,0.13016,0.72906,0.89195,0.21923,0.72535,0.51789,no
0.61236,0.14336,0.71949,0.066531,0.14734,0.5779,0.61936,0.63059,0.1201,0.73368,0.89162,0.17917,0.71096,0.61606,no
0.62141,0.15223,0.72721,0.065581,0.1695,0.65504,0.59831,0.61675,0.17386,0.74931,0.8918,0.19735,0.73128,0.53662,no
0.64056,0.17659,0.71695,0.066561,0.17008,0.62178,0.5804,0.58472,0.15951,0.7402,0.89202,0.19422,0.55931,0.46391,no
0.5698,0.1581,0.72661,0.066275,0.1305,0.62112,0.56964,0.59217,0.11954,0.7425,0.8917,0.12702,0.45431,0.52254,no
0.61718,0.19672,0.71751,0.066705,0.17844,0.72074,0.58808,0.5843,0.16325,0.74468,0.89196,0.18902,0.61606,0.41918,no
0.61808,0.20456,0.72528,0.066561,0.18352,0.66906,0.55974,0.57731,0.18132,0.74311,0.89133,0.17249,0.50401,0.43695,no
0.66008,0.19255,0.73388,0.066561,0.18691,0.6402,0.53487,0.57345,0.19195,0.74022,0.89203,0.20369,0.72709,0.52863,no
0.61899,0.17882,0.7341,0.066374,0.16647,0.70994,0.56322,0.62019,0.11922,0.73288,0.89195,0.18216,0.71832,0.5766,no
0.62031,0.19743,0.72792,0.066561,0.20089,0.78828,0.55456,0.59492,0.11547,0.7279,0.89197,0.19435,0.56411,0.48651,no
0.64027,0.15235,0.72019,0.066543,0.19319,0.71017,0.55513,0.60503,0.10226,0.7298,0.89172,0.15177,0.50367,0.50749,no
0.59269,0.18741,0.7229,0.066257,0.15607,0.71953,0.51215,0.62017,0.14197,0.73939,0.89195,0.19568,0.55718,0.38979,no
0.60635,0.1388,0.72834,0.066561,0.1639,0.71637,0.55521,0.64455,0.17065,0.74977,0.89185,0.21634,0.6878,0.45726,no
0.62461,0.2053,0.72482,0.066561,0.20253,0.74897,0.51588,0.59067,0.19104,0.74194,0.89195,0.21211,0.61405,0.44867,no
0.65269,0.18002,0.72257,0.066561,0.2053,0.71486,0.60406,0.64171,0.16039,0.74855,0.89203,0.20806,0.6378,0.45051,no
0.6141,0.18937,0.72158,0.066293,0.16391,0.68366,0.50557,0.59159,0.13849,0.72844,0.89179,0.18021,0.53675,0.51794,no
0.63268,0.15705,0.71456,0.066565,0.17574,0.67577,0.57332,0.57737,0.14341,0.73978,0.89193,0.16575,0.58488,0.47514,no
0.60941,0.15186,0.71988,0.066557,0.1304,0.50979,0.61744,0.61164,0.13063,0.73919,0.892,0.17164,0.52363,0.48994,no
0.62519,0.18971,0.7277,0.066561,0.16328,0.59649,0.59846,0.58288,0.13562,0.73784,0.89164,0.16052,0.64709,0.54285,no
0.61754,0.17507,0.72751,0.066559,0.19101,0.71816,0.60782,0.61225,0.16174,0.74714,0.89198,0.19664,0.59866,0.44882,no
0.63203,0.20452,0.71685,0.066561,0.17621,0.70719,0.61735,0.64686,0.117,0.73858,0.89196,0.17621,0.70464,0.55441,no
0.60085,0.18447,0.72422,0.60025,0.19949,0.70403,0.5459,0.6261,0.12903,0.74792,0.89194,0.16369,0.50931,0.4267,no
0.59229,0.15716,0.70447,0.066564,0.17768,0.6746,0.61187,0.60149,0.090208,0.72902,0.89169,0.13747,0.59202,0.53565,no
0.60768,0.10621,0.71848,0.065671,0.12569,0.60556,0.60587,0.63818,0.14859,0.73991,0.89193,0.20545,0.67582,0.46783,no
0.61476,0.13134,0.7207,0.066397,0.14327,0.62736,0.60469,0.59647,0.17413,0.74296,0.89191,0.19444,0.56452,0.45947,no
0.62346,0.15411,0.71865,0.066596,0.18282,0.7207,0.67194,0.57698,0.21052,0.74415,0.89197,0.17277,0.50862,0.42111,no
0.64838,0.12726,0.72671,0.066561,0.14553,0.67302,0.54833,0.63317,0.19674,0.75458,0.89203,0.16165,0.52623,0.40801,no
0.62279,0.16087,0.72047,0.066566,0.18357,0.63307,0.59373,0.60799,0.16101,0.75146,0.89181,0.1863,0.67525,0.41276,no
0.63379,0.13371,0.7222,0.06656,0.17008,0.74203,0.54871,0.59263,0.18999,0.75081,0.89198,0.18875,0.59719,0.39678,no
0.61776,0.20388,0.72727,0.066534,0.20995,0.71932,0.58091,0.57321,0.15617,0.74198,0.89201,0.16286,0.61459,0.48786,no
0.63414,0.17636,0.72893,0.066561,0.19677,0.60684,0.52616,0.56768,0.14006,0.73423,0.89201,0.13361,0.52207,0.58323,no
0.61794,0.1468,0.72381,0.066537,0.14428,0.64463,0.57701,0.61999,0.19273,0.74937,0.89203,0.21672,0.73316,0.49941,no
0.6256,0.15413,0.71397,0.066333,0.18155,0.70441,0.5966,0.62807,0.185,0.74569,0.89197,0.23813,0.76157,0.51108,no
0.62098,0.083161,0.72535,0.026905,0.10297,0.66954,0.59574,0.54115,0.12439,0.73146,0.89124,0.091046,0.50521,0.68924,no
0.62343,0.21302,0.72052,0.066561,0.20845,0.7461,0.53693,0.60062,0.2076,0.75126,0.89202,0.18741,0.52974,0.41603,no
0.61238,0.11044,0.70332,0.06656,0.15208,0.78241,0.70666,0.64169,0.16359,0.75382,0.89203,0.17908,0.67273,0.52473,no
0.58992,0.24203,0.71325,0.066507,0.17827,0.6332,0.57261,0.63403,0.14727,0.73997,0.89187,0.1942,0.55473,0.42977,no
0.5898,0.15816,0.71571,0.06663,0.16506,0.61563,0.62404,0.60582,0.1649,0.74987,0.89199,0.19311,0.68422,0.45501,no
0.58657,0.17566,0.71951,0.066561,0.16427,0.61797,0.60574,0.59506,0.19576,0.75034,0.89197,0.19422,0.62286,0.38646,no
0.60618,0.15963,0.71628,0.066524,0.18535,0.69981,0.59758,0.65941,0.18504,0.75362,0.892,0.17967,0.7168,0.57098,no
0.61744,0.16514,0.72086,0.066466,0.16814,0.62892,0.55331,0.5844,0.1905,0.74783,0.89161,0.17361,0.54805,0.40201,no
0.61497,0.14643,0.72165,0.066483,0.11786,0.52202,0.56684,0.61179,0.21131,0.75178,0.89203,0.17645,0.54718,0.42219,no
0.62112,0.16109,0.7139,0.14014,0.16456,0.57393,0.57145,0.60117,0.14001,0.74119,0.89189,0.19242,0.67406,0.42802,no
0.56857,0.16182,0.83836,0.066708,0.1371,0.64986,0.54708,0.6514,0.13962,0.73926,0.89178,0.19299,0.69178,0.51342,no
0.57794,0.15985,0.79843,0.065723,0.17185,0.66191,0.65848,0.61584,0.19556,0.74868,0.89144,0.20035,0.68491,0.47232,no
0.62721,0.15852,0.70031,0.066563,0.16818,0.61295,0.5786,0.59642,0.21728,0.75017,0.89203,0.2004,0.54575,0.3605,no
0.57032,0.16026,0.72293,0.067824,0.13016,0.4838,0.56521,0.6503,0.15144,0.74011,0.89193,0.21724,0.68906,0.44648,no
0.089281,0.17961,0.67126,0.06682,0.058276,0.18681,0.69068,0.069714,0.19731,0.68783,0.89203,0.055502,0.26039,0.6422,no
0.2036,0.16807,0.67949,0.06656,0.035824,0.090658,0.66761,0.0051897,0.26035,0.61989,0.89205,0.029364,0.29891,0.86597,no
0.53075,0.080985,0.71488,0.055331,0.027844,0.1108,0.77693,0.15307,0.20726,0.7443,0.87692,0.050831,0.29891,0.77657,no
0.48235,0.095079,0.71494,0.066344,0.023749,0.086467,0.78392,0.49469,0.12895,0.77881,0.87022,0.05445,0.25225,0.63162,no
0.083913,0.21265,0.67399,0.065903,0.076895,0.14564,0.75378,0.16681,0.18548,0.9669,0.8926,0.03824,0.12215,0.49902,no
0.017919,0.2332,0.65882,0.067995,0.069118,0.10326,0.5864,0.25715,0.20445,0.70502,0.88833,0.049335,0.18477,0.49902,no
0.033335,0.18623,0.67082,0.063963,0.071234,0.15386,0.61061,0.066342,0.24159,0.70147,0.89059,0.053209,0.19752,0.62092,no
0.32565,0.12734,0.71696,0.066561,0.037335,0.13505,0.66727,0.23532,0.16108,0.70733,0.90144,0.041523,0.21559,0.59712,no
0.42989,0.11377,0.71411,0.064837,0.030338,0.091813,0.73889,0.60902,0.13488,0.74685,0.89082,0.050156,0.21559,0.59712,no
0.63521,0.10757,0.71588,0.066647,0.038468,0.12856,0.70374,0.3761,0.092335,0.7839,0.89394,0.027682,0.17937,0.65197,no
0.53072,0.11183,0.72209,0.066693,0.033964,0.15076,0.79601,0.47554,0.10684,0.74831,0.89244,0.035402,0.23304,0.68611,no
0.64207,0.11865,0.74753,0.066561,0.051686,0.19815,0.62915,0.68768,0.12786,0.75596,0.89106,0.050145,0.23304,0.62212,no
0.48961,0.11427,0.74418,0.066566,0.047887,0.17986,0.7281,0.71174,0.11276,0.73985,0.89086,0.047844,0.20466,0.61309,no
0.51568,0.12823,0.71384,0.06749,0.045142,0.20762,0.77297,0.6809,0.10605,0.75807,0.8897,0.041659,0.20352,0.61309,no
0.32404,0.16234,0.7023,0.066543,0.039085,0.089572,0.66757,0.63342,0.11051,0.77324,0.88385,0.044944,0.20352,0.65444,no
0.41131,0.16914,0.71221,0.062002,0.06615,0.2759,0.64787,0.66601,0.11008,0.74871,0.88672,0.045171,0.21196,0.65444,no
0.013629,0.24019,0.65065,0.066856,0.070443,0.26255,0.70943,0.64143,0.11492,0.76346,0.8889,0.041785,0.21196,0.66644,no
0,0.32277,0.62897,0.054011,0.04138,0.074051,0.56082,0.29994,0.10316,0.73105,0.8934,0.026013,0.17259,0.73361,no
0.017126,0.24002,0.65748,0.064677,0.086378,0.16381,0.64449,0.49041,0.11203,0.75693,0.8882,0.033001,0.17259,0.68613,no
0.1123,0.18518,0.68961,0.066531,0.038687,0.12857,0.59396,0.29275,0.1351,0.71574,0.89304,0.033914,0.21139,0.67019,no
0.032309,0.23801,0.65812,0.08238,0.10054,0.25873,0.72929,0.4884,0.15275,0.74951,0.89081,0.045658,0.21139,0.62039,no
0.041498,0.25545,0.68945,0.066579,0.083575,0.17984,0.70627,0.50106,0.13325,0.75248,0.88887,0.040562,0.18712,0.62039,no
0.014452,0.26141,0.61553,0.068287,0.10307,0.25948,0.71398,0.45195,0.1473,0.74719,0.88667,0.042167,0.18712,0.58894,no
0.013576,0.23372,0.66876,0.065537,0.052874,0.088709,0.62681,0.32447,0.19485,0.73254,0.88864,0.048494,0.20709,0.58894,no
0.018522,0.20369,0.66549,0.06652,0.060385,0.21045,0.72367,0.44218,0.17442,0.76098,0.89203,0.052831,0.20709,0.60964,no
0.10019,0.18307,0.67084,0.074534,0.032599,0.10543,0.69484,0.42811,0.16006,0.76259,0.89243,0.061873,0.21007,0.60964,no
0.072371,0.22587,0.6728,0.065253,0.10109,0.21602,0.65971,0.0069465,0.30397,0.64998,0.8882,0.049799,0.26324,0.73581,no
0.024672,0.31029,0.61384,0.067169,0.12555,0.19509,0.64889,0.0082389,0.27391,0.65954,0.88376,0.046354,0.26324,0.74955,no
0.42956,0.11374,0.70644,0.066086,0.039108,0.11145,0.69519,0.19059,0.18658,0.74424,0.88381,0.043824,0.22651,0.70019,no
