f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,Decision
0.86166,0.055702,0.96153,0.066552,0.050464,0.42211,0.57246,0.77774,0.11542,0.76045,0.89203,0.060163,0.46343,0.65185,no
0.92894,0.067454,0.89566,0.066506,0.0694,0.43905,0.57378,0.86926,0.10671,0.76303,0.89207,0.066526,0.47654,0.55249,no
0.87399,0.074287,0.74215,0.066448,0.063549,0.43196,0.72475,0.84082,0.064255,0.78524,0.89206,0.052306,0.28697,0.42568,no
0.87566,0.080374,0.73907,0.064441,0.065234,0.41416,0.63143,0.80147,0.054257,0.77721,0.89203,0.055982,0.35937,0.50501,no
0.8566,0.081122,0.73809,0.066514,0.058785,0.39542,0.59019,0.98582,0.068815,0.76444,0.89203,0.068735,0.47522,0.45607,no
0.88297,0.12036,0.72982,0.054326,0.075677,0.42816,0.53253,0.94799,0.047725,0.77814,0.89203,0.047654,0.43122,0.6629,no
0.91356,0.039982,0.73754,0.066557,0.059114,0.43417,0.6455,0.90218,0.036645,0.77465,0.89203,0.039832,0.28708,0.45838,no
0.79763,0.10839,0.7255,0.066307,0.058469,0.37451,0.6125,1,0.036482,0.74153,0.89203,0.064324,0.45843,0.45557,no
0.81225,0.12504,0.75595,0.059416,0.073653,0.44671,0.54115,0.96365,0.055841,0.76628,0.89203,0.071656,0.46911,0.4342,no
0.80457,0.16354,0.7388,0.063554,0.09571,0.39434,0.69306,0.74296,0.14151,0.75295,0.87676,0.091045,0.42987,0.56053,no
0.71222,0.16862,0.72632,0.070702,0.073038,0.25199,0.66511,0.73512,0.15523,0.92259,0.65312,0.082295,0.40499,0.5999,no
0.7112,0.17031,0.721,0.06635,0.075874,0.34374,0.66971,0.68527,0.12541,0.834,0.8396,0.078853,0.31419,0.54553,no
0.71385,0.1779,0.71491,0.066573,0.072572,0.33152,0.59522,0.71873,0.12942,0.75206,0.88745,0.090395,0.42054,0.58939,no
0.70321,0.16724,0.74668,0.067549,0.079956,0.31729,0.6948,0.72883,0.14543,0.7662,0.88617,0.086658,0.39494,0.52557,no
0.78276,0.17154,0.77657,0.066561,0.077729,0.344,0.662,0.56366,0.15847,0.74253,0.89181,0.06908,0.35539,0.5514,no
0.53837,0.17743,0.71813,0.067558,0.082687,0.32238,0.64976,0.63437,0.15155,0.75111,0.89163,0.079757,0.29802,0.50561,no
0.71956,0.18719,0.73448,0.066312,0.084572,0.3503,0.67477,0.66322,0.16442,0.88707,0.84107,0.084063,0.32887,0.51631,no
0.62951,0.19435,0.71703,0.065775,0.080445,0.35272,0.62147,0.70631,0.1744,0.82037,0.88978,0.076145,0.31154,0.49641,no
0.7803,0.15962,0.72344,0.066531,0.075437,0.32982,0.66891,0.47783,0.18663,0.74832,0.88967,0.076682,0.26201,0.51796,no
0.70713,0.18056,0.70616,0.070837,0.096432,0.44594,0.61658,0.61355,0.15751,0.75016,0.89199,0.078986,0.29239,0.50121,no
0.54893,0.22817,0.7113,0.066544,0.077595,0.37902,0.58102,0.73342,0.14667,0.74955,0.88854,0.078781,0.43489,0.66389,no
0.73545,0.14778,0.72725,0.066651,0.080934,0.32516,0.6722,0.59927,0.14591,0.87446,0.85248,0.067606,0.26293,0.55227,no
0.64211,0.16222,0.72742,0.066561,0.071826,0.27786,0.64303,0.63925,0.15651,0.79506,0.87163,0.07576,0.3378,0.56435,no
0.55209,0.22519,0.70731,0.065208,0.08366,0.32534,0.54086,0.71816,0.15935,0.85624,0.86307,0.085097,0.42256,0.59314,no
0.73851,0.14368,0.72778,0.071892,0.069966,0.32249,0.66317,0.64522,0.14774,0.7546,0.89183,0.072047,0.32485,0.5559,no
0.74361,0.14823,0.83158,0.066349,0.069426,0.35652,0.55714,0.54166,0.15306,0.78515,0.84624,0.067385,0.24859,0.54274,no
0.72265,0.18964,0.81222,0.066567,0.083674,0.3337,0.67852,0.69811,0.17708,0.8101,0.75076,0.084085,0.4243,0.64131,no
0.62317,0.17938,0.72618,0.077701,0.076631,0.275,0.76355,0.34634,0.22149,0.87675,0.79746,0.089126,0.39397,0.5615,no
0.62272,0.18869,0.7277,0.071578,0.080173,0.32839,0.71091,0.60452,0.16316,0.75422,0.88854,0.081861,0.32097,0.42347,no
0.73212,0.14122,0.73364,0.066495,0.065224,0.35674,0.69723,0.50697,0.10698,0.90078,0.82425,0.067563,0.40647,0.77049,no
0.73168,0.14071,0.74091,0.066353,0.069978,0.32666,0.74685,0.58196,0.14028,0.84982,0.8499,0.076327,0.27398,0.56441,no
0.69425,0.16494,0.77288,0.066594,0.07265,0.30562,0.75397,0.547,0.19199,0.78326,0.87374,0.08614,0.40493,0.56296,no
0.56346,0.15405,0.71715,0.066559,0.056391,0.34919,0.82675,0.60463,0.19878,0.74309,0.89203,0.088204,0.41198,0.52739,no
0.64332,0.15762,0.72031,0.066279,0.073431,0.3644,0.74336,0.67171,0.14787,0.75362,0.89057,0.073793,0.35629,0.58008,no
0.64883,0.18387,0.73386,0.066018,0.076248,0.31505,0.7682,0.6471,0.14199,0.75427,0.88786,0.075478,0.27291,0.53968,no
0.68455,0.17658,0.73024,0.066287,0.079108,0.37472,0.71105,0.67546,0.15824,0.75133,0.88949,0.080804,0.36768,0.53716,no
0.7111,0.17278,0.72841,0.06614,0.071165,0.3115,0.65191,0.69932,0.17029,0.76228,0.88704,0.088048,0.43512,0.65324,no
0.70537,0.15912,0.72934,0.06656,0.07289,0.30811,0.69783,0.66621,0.13153,0.77353,0.89178,0.050222,0.269,0.59364,no
0.72099,0.11199,0.7309,0.066561,0.058647,0.38454,0.66687,0.45181,0.16474,0.7448,0.88564,0.066205,0.27455,0.56474,no
0.56122,0.15675,0.7676,0.066508,0.060661,0.27292,0.71531,0.40844,0.20082,0.74548,0.88607,0.078695,0.36949,0.49317,no
0.71584,0.14867,0.87262,0.066536,0.074142,0.35616,0.76486,0.18693,0.25528,0.71489,0.88885,0.072713,0.33466,0.51165,no
0.62485,0.19439,0.73416,0.066561,0.077158,0.3372,0.67277,0.50237,0.17595,0.77487,0.88082,0.083835,0.26871,0.48039,no
0.73053,0.14305,0.72294,0.066466,0.071353,0.38602,0.71244,0.69397,0.11414,0.86867,0.85455,0.073326,0.28981,0.57966,no
0.49982,0.18689,0.72588,0.067587,0.070743,0.32644,0.70172,0.58557,0.12512,0.80178,0.86182,0.077661,0.32226,0.59276,no
0.67452,0.16661,0.72713,0.066514,0.08628,0.34029,0.69333,0.60293,0.14907,0.75095,0.8773,0.081789,0.41639,0.66767,no
0.6811,0.17872,0.73959,0.067249,0.093197,0.36596,0.62724,0.69625,0.17033,0.79487,0.86734,0.087228,0.43311,0.60696,no
0.57361,0.19755,0.72151,0.065606,0.097448,0.41592,0.62509,0.71329,0.15982,0.86053,0.85282,0.084012,0.39513,0.53819,no
0.6679,0.20057,0.72053,0.066555,0.09437,0.41332,0.70666,0.50932,0.17348,0.87375,0.79812,0.080638,0.288,0.55032,no
0.76603,0.14598,0.73187,0.066502,0.076909,0.36516,0.76946,0.5941,0.18659,0.76735,0.86569,0.09009,0.39579,0.50649,no
0.70051,0.18086,0.73125,0.06649,0.088037,0.30392,0.60371,0.70549,0.18983,0.76164,0.87643,0.091833,0.44058,0.60099,no
0.69538,0.15278,0.71879,0.066461,0.082185,0.37445,0.70569,0.55449,0.20458,0.89764,0.82917,0.090756,0.44268,0.66219,no
0.56032,0.15702,0.72113,0.06656,0.071323,0.35251,0.71505,0.28241,0.24061,0.85465,0.83934,0.079788,0.25014,0.45087,no
0.72824,0.14379,0.73209,0.066353,0.070082,0.35794,0.75408,0.33839,0.2198,0.81883,0.85858,0.082611,0.24111,0.45346,no
0.69725,0.15713,0.72334,0.066234,0.07371,0.34896,0.73119,0.67811,0.15386,0.7665,0.88046,0.084619,0.31841,0.50112,no
0.72664,0.14061,0.71191,0.06653,0.07616,0.36995,0.74824,0.70606,0.12615,0.86268,0.85634,0.076393,0.40768,0.62923,no
0.55853,0.1529,0.7326,0.067494,0.065624,0.3713,0.71053,0.6067,0.14408,0.86909,0.85598,0.072444,0.31392,0.55905,no
0.72057,0.16868,0.71586,0.080649,0.096975,0.3919,0.70785,0.56097,0.17187,0.76177,0.88634,0.079232,0.33365,0.52185,no
0.71691,0.19582,0.73131,0.066322,0.10797,0.41476,0.54334,0.28263,0.13039,0.77417,0.92147,0.044233,0.22467,0.73907,no
0.62903,0.23554,0.73425,0.066561,0.13583,0.49954,0.50908,0.76537,0.1367,0.79052,0.81102,0.083576,0.40571,0.50038,no
0.74161,0.091063,0.73317,0.066561,0.055376,0.43268,0.79913,0.75979,0.10802,0.75956,0.89202,0.069057,0.46135,0.70479,no
0.73906,0.087629,0.73346,0.066561,0.051958,0.42515,0.76794,0.84417,0.090584,0.75679,0.89201,0.069993,0.48732,0.70263,no
0.70283,0.14146,0.72806,0.066525,0.070379,0.40552,0.72781,0.79184,0.098754,0.75007,0.89198,0.082662,0.51196,0.69893,no
0.73017,0.070906,0.7295,0.066356,0.05037,0.39202,0.79389,0.83127,0.087078,0.76879,0.89167,0.079275,0.50544,0.67141,no
0.71713,0.097097,0.73135,0.06624,0.052272,0.38575,0.7715,0.7027,0.10802,0.77955,0.89162,0.0651,0.32236,0.60371,no
0.7262,0.077223,0.73457,0.06653,0.052069,0.40057,0.77987,0.7225,0.11188,0.76442,0.89202,0.062194,0.37598,0.62815,no
0.77398,0.10299,0.74022,0.066561,0.066355,0.38229,0.76386,0.75351,0.10926,0.75789,0.89201,0.072457,0.47226,0.72825,no
0.67614,0.118,0.73151,0.066444,0.06041,0.41328,0.74381,0.70804,0.09813,0.7581,0.89154,0.065668,0.45931,0.75976,no
0.75377,0.072379,0.72522,0.066698,0.055068,0.43595,0.7721,0.72064,0.13795,0.76479,0.89168,0.085132,0.48842,0.6403,no
0.65882,0.11927,0.73534,0.066539,0.055971,0.37472,0.76344,0.60965,0.13395,0.74913,0.89077,0.060784,0.39541,0.68033,no
0.66912,0.12172,0.74041,0.066407,0.074629,0.39045,0.78054,0.69224,0.1605,0.76573,0.89181,0.085159,0.42299,0.56183,no
0.761,0.10031,0.73577,0.066452,0.059837,0.39456,0.75657,0.65628,0.14595,0.75531,0.89203,0.069139,0.36345,0.57725,no
0.72506,0.14162,0.73545,0.066557,0.069991,0.39859,0.76078,0.72562,0.10651,0.76197,0.89202,0.069552,0.43691,0.66572,no
0.69209,0.1008,0.73563,0.066478,0.049787,0.32892,0.75184,0.69814,0.092677,0.7449,0.89198,0.064442,0.32871,0.6308,no
0.7368,0.10764,0.73599,0.068314,0.054474,0.41601,0.76214,0.73984,0.096719,0.74236,0.89203,0.071113,0.4659,0.72701,no
0.75216,0.09321,0.74046,0.066511,0.051057,0.36019,0.77251,0.7224,0.083404,0.73901,0.8916,0.069215,0.47673,0.77546,no
0.76021,0.11529,0.7406,0.066559,0.066749,0.40753,0.77923,0.74444,0.1129,0.76789,0.89196,0.068536,0.40171,0.61722,no
0.68075,0.12464,0.73123,0.066525,0.060747,0.42511,0.72408,0.68462,0.12616,0.76507,0.892,0.064544,0.32732,0.60743,no
0.71801,0.1059,0.73748,0.067196,0.060328,0.43529,0.72755,0.75458,0.11591,0.75969,0.89203,0.06927,0.4713,0.73376,no
0.74958,0.11042,0.73748,0.069276,0.067037,0.40722,0.77412,0.68017,0.1001,0.74267,0.89201,0.074534,0.39506,0.67737,no
0.70714,0.096521,0.732,0.066559,0.055587,0.39953,0.7594,0.75773,0.075384,0.74648,0.89185,0.0668,0.43729,0.68559,no
0.72891,0.12775,0.73193,0.066567,0.071363,0.37241,0.75455,0.74793,0.1001,0.76816,0.89186,0.060848,0.36922,0.63196,no
0.6755,0.10057,0.74015,0.066559,0.054148,0.32901,0.81276,0.7848,0.11512,0.7691,0.89203,0.07832,0.48413,0.6524,no
0.65698,0.079748,0.73203,0.066492,0.044568,0.36128,0.80674,0.74385,0.084365,0.75108,0.89188,0.061451,0.33387,0.61617,no
0.73366,0.095677,0.75297,0.066561,0.060526,0.36755,0.80345,0.75289,0.076175,0.74171,0.89194,0.06236,0.42904,0.69525,no
0.36828,0.16725,0.72821,0.066521,0.054598,0.33492,0.66539,0.81127,0.085036,0.75969,0.89143,0.064862,0.4683,0.70029,no
0.6571,0.085373,0.72383,0.06652,0.062245,0.44632,0.815,0.79529,0.11497,0.76759,0.89188,0.073203,0.46781,0.6365,no
0.66239,0.12867,0.73108,0.066594,0.064511,0.39637,0.77563,0.76872,0.11407,0.77614,0.89199,0.074068,0.45824,0.63467,no
0.64897,0.11668,0.73475,0.067102,0.056052,0.32312,0.78364,0.72084,0.10265,0.76648,0.89197,0.068039,0.33937,0.59946,no
0.65176,0.13116,0.73061,0.065904,0.056476,0.27938,0.7566,0.64522,0.12569,0.7528,0.89195,0.095084,0.49515,0.69993,no
0.65487,0.083406,0.73319,0.066543,0.047133,0.35187,0.827,0.75602,0.12051,0.75713,0.89183,0.070173,0.47316,0.74151,no
0.66005,0.14326,0.73759,0.066551,0.058488,0.34532,0.75916,0.71717,0.13191,0.76234,0.89171,0.075862,0.47226,0.65733,no
0.66106,0.088434,0.73471,0.066335,0.050209,0.34843,0.8046,0.65742,0.15721,0.76072,0.89203,0.077256,0.37559,0.57853,no
0.64616,0.14289,0.72949,0.11604,0.074568,0.4091,0.76079,0.67855,0.11946,0.75654,0.89203,0.071647,0.34194,0.60806,no
0.68109,0.091604,0.73391,0.066559,0.056142,0.39937,0.81716,0.74316,0.083418,0.74569,0.89202,0.081054,0.5148,0.76501,no
0.69014,0.12844,0.73758,0.066494,0.068001,0.35895,0.78559,0.78626,0.065572,0.74607,0.8919,0.061358,0.4693,0.7769,no
0.62357,0.11765,0.72085,0.066203,0.05056,0.37011,0.79393,0.78514,0.096318,0.7722,0.89155,0.075631,0.46485,0.64191,no
0.75895,0.11431,0.74047,0.066561,0.070715,0.41291,0.77477,0.69304,0.14246,0.77311,0.89179,0.087938,0.45792,0.60843,no
0.66732,0.13657,0.72802,0.066043,0.057662,0.39874,0.74115,0.55564,0.16132,0.7479,0.89199,0.064158,0.2997,0.59902,no
0.71087,0.12561,0.74267,0.066556,0.069254,0.40316,0.74781,0.66306,0.13423,0.75374,0.89203,0.072036,0.46174,0.73875,no
0.72924,0.10293,0.72783,0.066564,0.05508,0.41244,0.75556,0.73682,0.10329,0.75232,0.89182,0.071273,0.44655,0.67137,no
0.73803,0.13318,0.72528,0.066219,0.071935,0.42352,0.7219,0.58011,0.13608,0.74378,0.89111,0.10978,0.45064,0.64191,no
0.72399,0.08835,0.7436,0.066512,0.054795,0.4104,0.77353,0.61851,0.13996,0.75558,0.89202,0.069205,0.32476,0.61686,no
0.71412,0.13496,0.75347,0.064645,0.067158,0.35154,0.72618,0.69306,0.095864,0.74785,0.892,0.065432,0.45275,0.7556,no
0.7652,0.098982,0.74214,0.067679,0.063434,0.36519,0.75407,0.75034,0.10731,0.76247,0.89175,0.076209,0.47537,0.66546,no
0.71754,0.10689,0.7328,0.066565,0.053799,0.3888,0.76314,0.70708,0.12181,0.75952,0.89202,0.075011,0.46671,0.67893,no
0.7967,0.12339,0.7438,0.066262,0.076293,0.44959,0.74036,0.7021,0.10312,0.75253,0.89201,0.069885,0.45378,0.71062,no
0.75829,0.080102,0.74088,0.066556,0.05536,0.40932,0.80662,0.73791,0.078367,0.73906,0.8919,0.06832,0.47893,0.77851,no
0.64817,0.12112,0.72864,0.066559,0.046566,0.3945,0.75577,0.84754,0.094288,0.75833,0.89113,0.060217,0.45577,0.7206,no
0.73053,0.097015,0.73691,0.066538,0.05667,0.40811,0.76303,0.86415,0.16063,0.80027,0.891,0.10263,0.36313,0.59184,no
0.47774,0.3596,0.69068,0.064646,0.32599,0.89551,0.48817,0.47935,0.39526,0.71292,0.89124,0.4094,0.81232,0.35781,no
0.48162,0.35657,0.70934,0.064393,0.29339,0.82413,0.56866,0.41275,0.32585,0.7095,0.89164,0.39965,0.7786,0.565,no
0.5003,0.34294,0.69769,0.065148,0.31885,0.84651,0.48838,0.5562,0.22211,0.7465,0.87555,0.34767,0.91302,0.51244,no
0.4959,0.34744,0.70427,0.064897,0.31723,0.87211,0.51205,0.53042,0.32065,0.74144,0.87645,0.32082,0.78543,0.41406,no
0.50178,0.44497,0.70978,0.068687,0.29365,0.80878,0.4328,0.47451,0.43953,0.72644,0.89097,0.39425,0.85116,0.45477,no
0.40506,0.47789,0.7254,0.067044,0.39145,0.7924,0.43133,0.52525,0.34268,0.74051,0.89191,0.32814,0.61461,0.39576,no
0.53953,0.33271,0.78689,0.065785,0.30474,0.87728,0.47967,0.46037,0.26626,0.71383,0.89163,0.3553,0.73347,0.54969,no
0.5285,0.33876,0.70526,0.065124,0.32302,0.9011,0.50375,0.59415,0.28331,0.73817,0.87818,0.35438,0.87056,0.40045,no
0.53383,0.37895,0.71026,0.066262,0.30015,0.87799,0.5194,0.50504,0.39583,0.72881,0.88918,0.37425,0.76961,0.31199,no
0.53763,0.30192,0.70897,0.06648,0.29378,0.81477,0.57248,0.48958,0.38552,0.71575,0.8921,0.45428,0.823,0.44889,no
0.54291,0.3139,0.711,0.073836,0.31701,0.90456,0.5639,0.45333,0.28599,0.71225,0.8814,0.35137,0.79076,0.56344,no
0.55777,0.31119,0.71124,0.066561,0.3022,0.91036,0.54158,0.59247,0.26176,0.735,0.86514,0.35291,0.89274,0.46815,no
0.55329,0.35605,0.7177,0.065956,0.32088,0.91808,0.49877,0.4705,0.44516,0.72142,0.88443,0.37412,0.64708,0.33668,no
0.54103,0.36968,0.71267,0.066168,0.33896,0.9233,0.46028,0.46937,0.32189,0.72083,0.89069,0.42057,0.7498,0.51837,no
0.58621,0.35792,0.71943,0.066512,0.37806,0.89683,0.44239,0.5337,0.28049,0.74385,0.85357,0.38839,0.75217,0.52089,no
0.54416,0.33386,0.72445,0.066348,0.30415,0.88135,0.53647,0.51081,0.44099,0.73862,0.88966,0.38056,0.81904,0.25398,no
0.58229,0.31661,0.70995,0.066556,0.32071,0.91803,0.57138,0.50796,0.4099,0.73471,0.8895,0.36025,0.83309,0.41109,no
0.5453,0.44181,0.71555,0.064098,0.41406,0.91864,0.32251,0.5611,0.37131,0.74999,0.88839,0.32524,0.75196,0.37003,no
0.53259,0.35059,0.71712,0.066114,0.32812,0.89748,0.53588,0.49519,0.42459,0.74536,0.89665,0.43517,0.83787,0.41755,no
0.57275,0.36572,0.71607,0.064749,0.36568,0.92216,0.46183,0.059664,0.49668,0.57461,0.88262,0.35328,0.79135,0.72683,no
0.54107,0.37352,0.72273,0.066385,0.33288,0.91293,0.42752,0.58351,0.30758,0.78569,0.84803,0.36748,0.74756,0.35719,no
0.58292,0.30648,0.72264,0.065676,0.30375,0.80241,0.45665,0.46964,0.46655,0.72796,0.88628,0.37501,0.82367,0.25245,no
0.5091,0.42227,0.70362,0.054401,0.36588,0.82163,0.40389,0.47223,0.49786,0.73125,0.89041,0.40902,0.72699,0.26058,no
0.59384,0.36,0.71948,0.066564,0.34655,0.87927,0.48775,0.52192,0.42781,0.7401,0.89117,0.39919,0.71593,0.30289,no
0.62749,0.39024,0.73501,0.066353,0.34924,0.87409,0.44905,0.54609,0.34817,0.73846,0.89154,0.39189,0.89722,0.4288,no
0.561,0.29398,0.72853,0.06662,0.28486,0.68012,0.53383,0.47896,0.24576,0.71985,0.88631,0.34812,0.86893,0.55883,no
0.44636,0.34154,0.72129,0.050567,0.26952,0.74422,0.45883,0.57646,0.301,0.74055,0.87793,0.37199,0.8546,0.36346,no
0.48953,0.34421,0.69572,0.06512,0.26653,0.77812,0.54074,0.49234,0.42682,0.72793,0.88955,0.40039,0.86429,0.32802,no
0.52264,0.41718,0.69424,0.066561,0.36631,0.86319,0.50883,0.53105,0.38052,0.73936,0.8879,0.41189,0.72196,0.33764,no
0.44685,0.44535,0.68456,0.06687,0.34051,0.88329,0.41975,0.55881,0.31511,0.72802,0.89178,0.40067,0.91786,0.46667,no
0.48309,0.30298,0.71186,0.56367,0.28807,0.89327,0.59132,0.44371,0.29029,0.71989,0.8907,0.37557,0.8017,0.57575,no
0.49479,0.34448,0.69444,0.065976,0.28228,0.75258,0.55573,0.57674,0.22482,0.75384,0.87279,0.35414,0.89784,0.53214,no
0.43344,0.40465,0.68355,0.066903,0.3468,0.85473,0.45801,0.54974,0.36795,0.74143,0.88532,0.37671,0.72824,0.39433,no
0.48767,0.25787,0.69133,0.87717,0.24052,0.82809,0.63013,0.52467,0.39483,0.74031,0.88882,0.37137,0.67322,0.34435,no
0.44414,0.43252,0.68958,0.066255,0.32343,0.87701,0.44028,0.52482,0.37599,0.73532,0.88888,0.38247,0.87478,0.41741,no
0.52734,0.32846,0.70951,0.065375,0.29152,0.83865,0.53979,0.56425,0.34134,0.73012,0.89144,0.40711,0.84305,0.45848,no
0.48468,0.35777,0.69873,0.066376,0.29077,0.83608,0.57725,0.48235,0.25207,0.72241,0.8875,0.35126,0.81971,0.60644,no
0.46707,0.3986,0.70827,0.084272,0.27351,0.72909,0.50654,0.55959,0.2777,0.72782,0.8805,0.36248,0.80026,0.39974,no
0.4269,0.39415,0.69356,0.071034,0.34898,0.85093,0.46269,0.51528,0.35617,0.73017,0.88709,0.36716,0.68393,0.42453,no
0.49445,0.40333,0.70532,0.065003,0.29903,0.87169,0.45812,0.53993,0.33882,0.73525,0.88918,0.39321,0.88973,0.39079,no
0.54283,0.36891,0.71346,0.065228,0.32885,0.82178,0.45046,0.57665,0.30694,0.73113,0.8915,0.39613,0.77796,0.42726,no
0.49923,0.43804,0.69127,0.065207,0.40446,0.88613,0.4402,0.49797,0.24368,0.72601,0.87143,0.3797,0.8955,0.50722,no
0.49934,0.41574,0.70231,0.066548,0.33081,0.84659,0.50928,0.548,0.36417,0.734,0.88669,0.44754,0.92086,0.4816,no
0.57301,0.3743,0.71137,0.066554,0.38551,0.91423,0.56069,0.57294,0.33799,0.74341,0.89174,0.38068,0.71,0.3907,no
0.50466,0.47905,0.7014,0.066564,0.40998,0.9235,0.38383,0.55007,0.27058,0.72284,0.8919,0.34069,0.84644,0.54008,no
0.539,0.32925,0.70841,0.066458,0.34815,0.89085,0.60924,0.53955,0.22946,0.73911,0.8795,0.36026,0.87391,0.56358,no
0.62466,0.38926,0.72446,0.066158,0.35996,0.89712,0.51379,0.60507,0.3265,0.75103,0.87772,0.39088,0.92588,0.3675,no
0.60936,0.40401,0.85822,0.066389,0.35783,0.90768,0.45214,0.50776,0.43325,0.73365,0.89005,0.42303,0.90014,0.32283,no
0.57068,0.37482,0.81072,0.06665,0.40343,0.85473,0.56978,0.56778,0.38447,0.74584,0.88976,0.40797,0.85927,0.41551,no
0.5353,0.38217,0.71903,0.066555,0.34297,0.93023,0.48733,0.61512,0.32028,0.75287,0.89203,0.40441,0.93257,0.40381,no
0.51185,0.21754,0.68787,0.066005,0.22779,0.82775,0.66767,0.50824,0.1916,0.70589,0.89006,0.27908,0.8089,0.70346,no
0.57702,0.22609,0.78534,0.29811,0.21478,0.80665,0.60862,0.49704,0.23072,0.70355,0.8891,0.30093,0.80943,0.63014,no
0.53658,0.22923,0.69812,0.066516,0.20807,0.7965,0.60162,0.51355,0.23941,0.71002,0.89131,0.30812,0.8543,0.49908,no
0.55146,0.19542,1,0.066504,0.20142,0.79514,0.65636,0.52282,0.19364,0.71394,0.89138,0.29796,0.75467,0.53534,no
0.47283,0.28137,0.70039,0.066557,0.23873,0.80946,0.62493,0.5401,0.23072,0.72412,0.88943,0.26539,0.64919,0.54172,no
0.49536,0.24498,0.69738,0.066317,0.23098,0.83614,0.71777,0.52053,0.27959,0.73092,0.8913,0.30134,0.83602,0.43746,no
0.49041,0.25852,0.70627,0.066444,0.22401,0.81427,0.61508,0.50065,0.25121,0.71171,0.89134,0.29951,0.72563,0.70123,no
0.51264,0.26202,0.70209,0.066184,0.23308,0.75295,0.61121,0.50042,0.21724,0.70876,0.88754,0.29803,0.82722,0.5055,no
0.48169,0.24689,0.69816,0.066242,0.235,0.83301,0.59313,0.54261,0.26644,0.73506,0.89127,0.28675,0.79433,0.43015,no
0.48837,0.28251,0.70578,0.066283,0.23819,0.80555,0.60337,0.49936,0.26021,0.71489,0.89141,0.30779,0.68573,0.55253,no
0.4992,0.2506,0.69765,0.067392,0.23501,0.79359,0.66122,0.51483,0.1796,0.72378,0.89172,0.29334,0.82605,0.52448,no
0.44603,0.23694,0.69865,0.066273,0.18419,0.77401,0.78234,0.55935,0.18512,0.71802,0.88819,0.29154,0.82313,0.48727,no
0.48082,0.26173,0.70465,0.066507,0.23814,0.73124,0.73072,0.51936,0.26527,0.72561,0.89051,0.3059,0.78787,0.67707,no
0.48304,0.18389,0.69376,0.066486,0.17205,0.79203,0.69571,0.48561,0.20423,0.70322,0.89058,0.2373,0.67783,0.55497,no
0.48029,0.27651,0.70406,0.066494,0.23761,0.76081,0.66806,0.49331,0.23362,0.70397,0.88965,0.29306,0.74155,0.72484,no
0.52185,0.2208,0.69375,0.070398,0.2196,0.81135,0.60218,0.48034,0.30592,0.72265,0.89039,0.29882,0.73485,0.66308,no
0.4368,0.21913,0.68371,0.13224,0.15309,0.80543,0.70976,0.47155,0.29805,0.7188,0.89138,0.3189,0.83846,0.45448,no
0.48297,0.23688,0.69846,0.066543,0.23068,0.7977,0.74395,0.48147,0.24716,0.69864,0.8913,0.31,0.70041,0.66054,no
0.50625,0.24641,0.70143,0.066346,0.24115,0.81447,0.6135,0.47995,0.23865,0.69805,0.88803,0.29197,0.75531,0.66589,no
0.47518,0.27029,0.69519,0.066383,0.207,0.80618,0.6334,0.48872,0.27092,0.71825,0.89012,0.29549,0.77153,0.6302,no
0.5101,0.2778,0.69765,0.066344,0.27735,0.80439,0.64048,0.52521,0.22988,0.71297,0.89147,0.30148,0.86157,0.55136,no
0.49282,0.24475,0.69596,0.066514,0.20424,0.72259,0.79181,0.50069,0.229,0.70401,0.89048,0.29834,0.69875,0.66394,no
0.47939,0.24803,0.69736,0.066483,0.2156,0.7361,0.65385,0.52226,0.25784,0.73036,0.88974,0.29638,0.78259,0.4442,no
0.47174,0.25008,0.69723,0.066413,0.21968,0.74073,0.6715,0.45715,0.26452,0.71453,0.89107,0.25316,0.71448,0.49533,no
0.50477,0.2417,0.70706,0.070252,0.21403,0.79791,0.65538,0.51789,0.23974,0.72231,0.89175,0.29142,0.82618,0.48785,no
0.46695,0.23823,0.70157,0.066486,0.22005,0.77587,0.66182,0.49551,0.24904,0.71454,0.88903,0.31336,0.84262,0.48632,no
0.48036,0.25137,0.69966,0.066067,0.22411,0.73954,0.6415,0.51288,0.2831,0.72748,0.89031,0.27987,0.65779,0.54117,no
0.45891,0.22988,0.69766,0.066396,0.1653,0.74337,0.66299,0.51024,0.28283,0.72881,0.89147,0.30734,0.75836,0.44016,no
0.47441,0.24291,0.69754,0.066453,0.22429,0.81272,0.70894,0.50493,0.24594,0.71194,0.89136,0.29869,0.68869,0.55885,no
0.47999,0.25474,0.6955,0.066432,0.22001,0.78144,0.70046,0.49735,0.23492,0.7048,0.88919,0.3154,0.78948,0.50925,no
0.46312,0.24472,0.69123,0.066382,0.22183,0.80557,0.67396,0.49461,0.28549,0.7236,0.88948,0.33102,0.83645,0.4213,no
0.5023,0.2345,0.70239,0.066658,0.22202,0.76577,0.66794,0.49832,0.2526,0.71906,0.89077,0.28426,0.66974,0.5637,no
0.46178,0.22895,0.70086,0.56387,0.1694,0.77712,0.65922,0.48598,0.20639,0.70085,0.89091,0.30898,0.85886,0.55779,no
0.47665,0.22502,0.69297,0.066447,0.22078,0.8005,0.67912,0.48282,0.24915,0.7156,0.88537,0.2836,0.67375,0.68306,no
0.47792,0.2738,0.70439,0.066301,0.23075,0.78007,0.63427,0.47252,0.3325,0.72543,0.89163,0.29857,0.67349,0.43198,no
